index;first_name;name;age;numero_securite_sociale
4985;Albert;Jack;61;1 72 01 24 930 488 74
4986;François;Valls;88;1 76 09 47 016 119 94
4987;Benoit;Macron;7;1 01 06 42 121 586 87
4988;Mathilde;Hammon;92;1 01 09 27 163 279 63
4989;Mathilde;Jack;69;1 45 06 86 351 132 30
4990;Albert;Lepetit;93;1 87 10 62 139 465 37
4991;Cyril;Ruffin;48;1 21 05 63 544 148 46
4992;Marc;Lepetit;79;1 74 01 85 281 480 70
4993;Roger;Valls;1;1 22 11 85 075 638 74
4994;François;Leforgeron;32;1 17 03 47 701 739 14
4995;Nathan;Valls;47;1 04 08 41 557 456 08
4996;Mathilde;Ruffin;116;1 42 08 41 668 536 74
4997;Marie;Wilson;69;1 87 05 30 492 285 85
4998;Albert;Valls;81;1 85 09 44 525 733 91
4999;Benoit;Dugommier;2;1 56 08 94 997 900 76
5000;Margaux;Dugommier;67;1 26 04 70 306 677 64
5001;Jean;Wilson;64;1 88 09 43 496 673 39
5002;Marc;Valls;46;1 68 03 11 344 551 23
5003;Marc;Leforgeron;21;1 45 07 76 657 244 86
5004;Jean;Macron;79;1 12 10 05 499 372 77
5005;Marie;Wilson;98;1 33 09 16 651 087 13
5006;Jean;Ruffin;79;1 64 09 35 180 873 79
5007;Nathan;Lepetit;62;1 74 08 42 661 760 41
5008;Mathilde;Ben;19;1 15 10 42 564 538 02
5009;Roger;Jack;87;1 42 11 42 010 050 92
5010;Jean;Hammon;66;1 05 01 45 524 760 39
5011;Albert;Leforgeron;30;1 45 03 35 931 100 82
5012;Cyril;Valls;65;1 77 05 88 699 484 78
5013;François;Hammon;110;1 28 04 20 569 243 94
5014;Margaux;Wilson;11;1 44 08 36 388 014 92
5015;Nathan;Hammon;79;1 11 03 90 668 975 58
5016;Jean;Hammon;46;1 13 10 63 770 938 20
5017;Marc;Ben;110;1 67 06 81 640 988 94
5018;Nathan;Lepetit;77;1 63 03 17 371 946 40
5019;Roger;Jack;32;1 24 02 51 260 196 59
5020;Roger;Macron;91;1 84 02 08 907 308 17
5021;Marc;Lepetit;96;1 35 08 85 413 619 46
5022;Nathan;Valls;70;1 86 04 37 917 210 51
5023;Margaux;Ruffin;7;1 06 10 30 225 479 98
5024;Roger;Ruffin;107;1 61 03 23 415 569 61
5025;Marie;Ruffin;62;1 72 08 18 465 177 30
5026;Marie;Lepetit;19;1 86 11 23 246 803 55
5027;Cyril;Dugommier;25;1 76 07 34 253 959 62
5028;Marc;Ben;91;1 34 06 42 386 603 68
5029;Mathilde;Leforgeron;62;1 63 07 68 046 678 24
5030;François;Leforgeron;60;1 86 01 59 821 322 86
5031;Mathilde;Ben;56;1 85 01 10 337 983 53
5032;Mathilde;Hammon;100;1 45 03 09 508 603 95
5033;Nathan;Leforgeron;42;1 61 07 57 128 071 26
5034;Nathan;Jack;56;1 77 04 38 316 498 49
5035;Albert;Dugommier;18;1 08 02 79 606 031 51
5036;François;Macron;77;1 52 08 05 531 871 89
5037;Margaux;Leforgeron;8;1 63 02 37 600 993 15
5038;Jean;Macron;101;1 77 07 83 513 382 94
5039;Jean;Valls;71;1 08 10 47 605 214 41
5040;Roger;Leforgeron;42;1 27 11 92 293 681 28
5041;Marie;Dugommier;70;1 03 04 51 882 472 53
5042;Nathan;Ruffin;117;1 44 03 28 914 523 98
5043;Benoit;Ruffin;5;1 23 01 70 657 505 74
5044;Marc;Valls;1;1 01 06 89 843 185 79
5045;Mathilde;Jack;97;1 78 05 49 077 378 32
5046;Benoit;Leforgeron;95;1 65 06 51 168 064 72
5047;Marc;Ruffin;103;1 02 03 78 084 341 85
5048;Marc;Ruffin;115;1 87 10 29 537 574 02
5049;Cyril;Ben;106;1 64 01 47 569 328 69
5050;Benoit;Lepetit;29;1 52 10 53 154 311 61
5051;Margaux;Dugommier;93;1 22 03 89 301 794 18
5052;Marie;Lepetit;111;1 66 08 12 930 554 81
5053;Marie;Macron;104;1 07 02 40 115 522 93
5054;François;Ben;29;1 04 08 43 415 279 10
5055;Benoit;Macron;107;1 68 06 54 231 814 30
5056;Albert;Wilson;92;1 76 03 18 148 366 34
5057;Nathan;Jack;119;1 14 02 14 268 859 43
5058;Marc;Wilson;1;1 17 11 12 789 750 97
5059;François;Jack;96;1 37 07 17 279 871 77
5060;François;Wilson;81;1 61 04 40 170 417 78
5061;Marc;Jack;93;1 24 09 33 972 360 53
5062;Jean;Dugommier;101;1 31 04 31 830 849 45
5063;Roger;Lepetit;37;1 85 03 30 507 108 79
5064;Marc;Ben;12;1 73 02 26 162 815 26
5065;Roger;Dugommier;93;1 86 01 68 321 084 35
5066;Jean;Wilson;7;1 68 09 79 576 200 33
5067;François;Leforgeron;23;1 67 03 21 491 786 59
5068;Mathilde;Wilson;2;1 71 08 66 368 505 44
5069;Albert;Ruffin;51;1 54 03 04 826 537 82
5070;Cyril;Ben;108;1 62 09 38 407 485 39
5071;François;Dugommier;102;1 31 07 76 203 345 04
5072;Albert;Ruffin;53;1 13 03 56 036 371 36
5073;Benoit;Hammon;98;1 14 05 77 940 413 56
5074;Marie;Hammon;42;1 62 08 91 311 157 35
5075;Marc;Macron;52;1 76 11 24 098 553 70
5076;Nathan;Dugommier;62;1 06 08 13 973 802 55
5077;Roger;Hammon;91;1 74 11 58 373 013 79
5078;Mathilde;Leforgeron;67;1 24 11 28 637 810 59
5079;Marc;Jack;119;1 51 06 14 937 183 75
5080;Mathilde;Lepetit;99;1 05 08 34 475 761 92
5081;Benoit;Leforgeron;88;1 77 11 76 977 787 26
5082;Marie;Hammon;46;1 34 01 50 445 926 94
5083;Albert;Macron;114;1 47 06 88 865 414 90
5084;Albert;Ruffin;80;1 74 06 44 432 913 20
5085;Marie;Jack;3;1 08 01 01 383 104 27
5086;Albert;Leforgeron;94;1 57 09 78 519 268 88
5087;Marie;Ruffin;100;1 31 11 30 954 006 09
5088;Cyril;Ruffin;80;1 35 11 46 358 078 02
5089;Cyril;Jack;79;1 27 08 48 364 364 60
5090;Cyril;Ruffin;60;1 14 08 10 950 167 29
5091;Margaux;Wilson;18;1 56 05 14 583 294 51
5092;Marie;Leforgeron;94;1 36 01 10 084 163 55
5093;François;Macron;77;1 61 01 04 554 184 10
5094;Marie;Jack;18;1 44 04 52 344 559 78
5095;Roger;Valls;29;1 75 09 69 271 664 49
5096;Albert;Wilson;32;1 12 09 21 893 013 25
5097;Albert;Lepetit;50;1 38 05 69 967 128 24
5098;Benoit;Macron;106;1 05 02 07 983 776 93
5099;Marc;Macron;1;1 76 05 26 787 061 55
5100;Margaux;Hammon;82;1 02 06 44 546 423 42
5101;Benoit;Jack;35;1 04 02 24 808 113 29
5102;Cyril;Hammon;33;1 26 04 28 933 176 51
5103;Roger;Macron;99;1 13 10 32 309 402 82
5104;Benoit;Hammon;86;1 46 11 18 043 425 41
5105;Nathan;Leforgeron;78;1 76 06 09 223 465 44
5106;Albert;Ben;74;1 11 04 19 898 750 05
5107;François;Ruffin;23;1 81 05 38 984 420 67
5108;Marie;Valls;72;1 75 05 46 873 428 11
5109;Cyril;Hammon;47;1 45 11 82 982 268 86
5110;Benoit;Ben;21;1 85 02 79 192 443 74
5111;François;Leforgeron;8;1 67 09 51 053 998 58
5112;Jean;Leforgeron;101;1 61 06 64 349 050 04
5113;Mathilde;Wilson;70;1 77 02 34 953 954 90
5114;Cyril;Jack;22;1 84 04 94 293 252 38
5115;Roger;Leforgeron;119;1 11 10 47 187 166 06
5116;François;Valls;4;1 72 04 76 103 861 40
5117;Benoit;Dugommier;56;1 84 05 14 433 274 24
5118;Marc;Jack;39;1 74 11 09 763 994 21
5119;Albert;Lepetit;55;1 04 08 14 033 471 13
5120;Nathan;Lepetit;61;1 56 04 15 953 088 34
5121;Marc;Ruffin;2;1 36 05 40 263 810 75
5122;Benoit;Ruffin;34;1 26 07 35 278 369 57
5123;Albert;Lepetit;114;1 18 06 21 313 509 39
5124;Marie;Jack;83;1 02 09 69 298 487 38
5125;Benoit;Ruffin;94;1 23 10 91 482 693 13
5126;François;Leforgeron;70;1 77 10 50 961 087 12
5127;Nathan;Jack;76;1 44 05 10 275 605 78
5128;Roger;Dugommier;16;1 26 02 93 595 008 07
5129;Mathilde;Ruffin;47;1 36 10 42 603 669 04
5130;Mathilde;Wilson;7;1 56 04 33 407 605 02
5131;Nathan;Ruffin;1;1 66 09 41 794 240 24
5132;Nathan;Valls;94;1 56 05 53 813 392 34
5133;Albert;Macron;55;1 68 08 27 924 030 55
5134;Mathilde;Dugommier;62;1 67 02 04 220 681 69
5135;Mathilde;Ben;27;1 51 11 54 093 883 08
5136;Margaux;Macron;93;1 26 05 51 942 919 82
5137;Nathan;Wilson;2;1 57 04 29 549 528 75
5138;Marie;Lepetit;26;1 41 07 61 925 622 16
5139;François;Jack;34;1 76 03 74 513 133 54
5140;Nathan;Valls;77;1 72 04 49 261 971 30
5141;François;Leforgeron;20;1 16 10 33 971 793 77
5142;Marie;Wilson;92;1 63 07 83 188 708 03
5143;Marc;Macron;25;1 82 05 11 018 475 50
5144;Benoit;Dugommier;41;1 36 07 55 319 170 31
5145;Roger;Jack;93;1 71 01 66 854 298 27
5146;Mathilde;Ruffin;18;1 85 05 60 622 775 44
5147;Mathilde;Wilson;36;1 58 05 11 798 069 84
5148;Mathilde;Ben;58;1 51 04 65 639 035 18
5149;Cyril;Dugommier;22;1 66 06 52 782 233 30
5150;Jean;Lepetit;118;1 47 09 86 715 897 14
5151;Jean;Wilson;8;1 54 03 34 065 977 17
5152;Cyril;Jack;107;1 41 01 65 707 386 04
5153;Roger;Macron;18;1 05 11 58 200 190 58
5154;Benoit;Lepetit;80;1 52 02 92 096 093 16
5155;Cyril;Dugommier;37;1 83 03 79 558 182 19
5156;Roger;Jack;37;1 46 02 33 938 849 67
5157;Nathan;Ben;44;1 83 08 40 256 756 93
5158;François;Ruffin;14;1 34 01 47 106 344 55
5159;Benoit;Macron;76;1 56 06 28 685 221 20
5160;François;Lepetit;34;1 54 03 85 845 258 83
5161;Jean;Macron;62;1 31 06 66 288 481 20
5162;Marie;Leforgeron;39;1 42 09 77 683 132 46
5163;Jean;Valls;55;1 85 07 06 479 750 84
5164;Jean;Ben;86;1 42 09 83 725 239 26
5165;Cyril;Macron;56;1 62 08 64 409 298 63
5166;Benoit;Ruffin;24;1 21 06 44 343 726 54
5167;François;Ruffin;110;1 56 04 06 174 645 96
5168;Cyril;Dugommier;92;1 31 04 31 160 851 01
5169;François;Macron;30;1 03 06 56 248 237 71
5170;Jean;Ruffin;62;1 85 03 80 996 920 57
5171;François;Dugommier;102;1 26 01 03 987 666 59
5172;Marc;Dugommier;102;1 15 10 91 932 566 18
5173;Benoit;Leforgeron;83;1 77 02 94 423 733 05
5174;Cyril;Wilson;4;1 37 10 81 799 729 01
5175;Marie;Ben;28;1 32 04 53 795 675 80
5176;Albert;Ben;6;1 53 07 67 969 337 81
5177;Nathan;Dugommier;53;1 41 03 41 553 766 44
5178;Jean;Ruffin;102;1 48 05 27 357 673 49
5179;Margaux;Hammon;78;1 03 08 35 785 722 85
5180;Roger;Wilson;106;1 25 02 85 898 068 26
5181;Albert;Hammon;115;1 36 05 36 097 967 22
5182;Albert;Ruffin;85;1 15 07 39 714 460 84
5183;Roger;Dugommier;48;1 38 03 73 901 771 35
5184;Benoit;Valls;18;1 17 06 04 725 811 65
5185;Margaux;Lepetit;89;1 88 06 40 523 841 14
5186;Roger;Wilson;98;1 24 03 70 030 339 40
5187;François;Jack;94;1 46 03 02 336 930 45
5188;Mathilde;Leforgeron;84;1 51 01 31 273 551 34
5189;Nathan;Valls;48;1 62 10 83 170 737 44
5190;Cyril;Wilson;23;1 61 04 31 607 835 09
5191;Mathilde;Hammon;69;1 81 09 75 545 598 46
5192;Marie;Valls;45;1 14 02 63 131 007 83
5193;Mathilde;Dugommier;97;1 44 11 54 902 036 52
5194;Marc;Lepetit;9;1 77 08 03 216 732 12
5195;François;Hammon;81;1 38 04 56 209 406 05
5196;François;Ben;59;1 66 09 50 084 622 91
5197;Marie;Wilson;96;1 47 01 42 054 521 63
5198;Benoit;Macron;8;1 63 04 60 633 406 51
5199;Nathan;Ben;17;1 45 06 51 930 743 01
5200;Albert;Wilson;38;1 55 10 89 690 955 52
5201;Jean;Lepetit;110;1 87 11 53 883 416 73
5202;Margaux;Valls;45;1 74 04 55 730 703 71
5203;Albert;Ben;111;1 57 01 23 519 900 62
5204;Marie;Macron;16;1 57 09 47 886 863 26
5205;Albert;Ben;6;1 57 10 02 015 208 12
5206;Margaux;Jack;68;1 18 08 34 761 348 26
5207;Mathilde;Ben;23;1 35 04 31 329 319 63
5208;Nathan;Valls;48;1 68 07 93 810 153 65
5209;Marc;Ruffin;51;1 82 09 85 375 416 11
5210;Marie;Macron;80;1 26 01 20 289 824 34
5211;Marc;Hammon;45;1 24 06 77 937 132 28
5212;Benoit;Valls;62;1 71 01 35 554 359 88
5213;François;Ruffin;12;1 14 02 81 113 147 76
5214;Roger;Macron;27;1 56 08 32 611 877 74
5215;Jean;Leforgeron;10;1 44 07 40 414 636 91
5216;Jean;Ben;75;1 22 05 84 693 678 96
5217;Roger;Lepetit;23;1 14 07 61 129 887 66
5218;Marc;Lepetit;32;1 78 06 75 780 982 04
5219;Margaux;Hammon;50;1 24 11 35 520 253 17
5220;Marc;Jack;105;1 28 10 42 144 596 80
5221;Marc;Jack;85;1 41 07 13 774 163 11
5222;Margaux;Leforgeron;28;1 81 01 25 103 579 32
5223;Cyril;Wilson;75;1 28 08 64 398 854 55
5224;Mathilde;Dugommier;20;1 38 06 11 902 112 39
5225;Albert;Jack;116;1 13 02 52 101 787 63
5226;Roger;Wilson;37;1 28 08 48 615 814 02
5227;Benoit;Ruffin;74;1 07 05 23 866 257 25
5228;Margaux;Macron;82;1 68 06 25 430 628 14
5229;Mathilde;Jack;78;1 13 05 44 883 142 89
5230;Albert;Jack;52;1 36 01 36 807 594 60
5231;Roger;Leforgeron;110;1 42 03 94 974 720 26
5232;Cyril;Dugommier;33;1 64 02 72 254 502 11
5233;Marie;Jack;8;1 28 02 08 554 394 18
5234;Marie;Valls;80;1 08 06 75 600 434 95
5235;Albert;Ruffin;53;1 58 08 37 575 691 56
5236;Albert;Macron;28;1 83 02 41 072 182 65
5237;Cyril;Ruffin;1;1 51 08 46 752 072 36
5238;Roger;Jack;2;1 83 05 69 495 599 87
5239;Margaux;Leforgeron;29;1 65 05 40 190 252 60
5240;Albert;Macron;48;1 01 01 86 207 742 86
5241;Marie;Ruffin;26;1 53 08 42 520 744 34
5242;Roger;Ruffin;37;1 72 10 23 167 836 94
5243;Albert;Wilson;11;1 43 05 21 321 019 92
5244;Cyril;Macron;93;1 16 01 58 742 154 80
5245;Benoit;Ben;74;1 63 10 33 049 384 09
5246;Cyril;Leforgeron;16;1 01 09 04 803 135 84
5247;Marie;Lepetit;108;1 44 02 86 117 133 86
5248;François;Ruffin;97;1 73 10 47 341 427 38
5249;Jean;Leforgeron;13;1 11 07 43 888 070 24
5250;Margaux;Valls;79;1 24 05 91 659 244 70
5251;Cyril;Lepetit;76;1 33 07 31 911 603 98
5252;Roger;Macron;24;1 04 10 20 037 579 61
5253;Nathan;Ben;95;1 35 02 45 301 363 18
5254;Marc;Ben;63;1 64 07 26 953 821 16
5255;François;Macron;25;1 43 01 43 866 420 54
5256;Benoit;Leforgeron;91;1 38 04 57 072 320 41
5257;Marie;Macron;61;1 78 02 80 354 504 75
5258;Mathilde;Wilson;81;1 62 11 19 592 278 51
5259;Benoit;Lepetit;36;1 14 03 03 550 303 84
5260;Albert;Valls;88;1 01 06 47 193 899 66
5261;François;Lepetit;3;1 67 10 09 825 082 02
5262;Roger;Leforgeron;66;1 72 08 10 247 120 15
5263;Jean;Ben;2;1 24 07 38 362 696 25
5264;François;Ruffin;111;1 87 09 78 050 321 98
5265;Marc;Ruffin;81;1 66 09 92 478 135 30
5266;Marc;Leforgeron;67;1 18 09 12 439 570 68
5267;Roger;Ben;20;1 76 06 34 553 971 63
5268;Albert;Dugommier;103;1 12 02 42 722 155 58
5269;Marc;Macron;111;1 25 06 42 177 630 10
5270;Albert;Macron;74;1 15 11 07 962 803 36
5271;Marc;Ben;28;1 37 10 92 148 430 22
5272;Benoit;Valls;29;1 51 05 52 343 048 01
5273;Nathan;Leforgeron;57;1 76 08 80 900 555 73
5274;Mathilde;Valls;80;1 78 05 15 694 816 18
5275;Cyril;Jack;114;1 61 04 48 688 331 41
5276;Marie;Leforgeron;15;1 08 02 50 449 067 76
5277;Margaux;Jack;14;1 61 02 79 263 483 23
5278;Roger;Ruffin;113;1 57 02 10 562 481 74
5279;Marc;Leforgeron;98;1 15 02 58 900 949 80
5280;Roger;Leforgeron;86;1 71 06 65 194 610 40
5281;Jean;Wilson;115;1 84 01 49 348 008 05
5282;Albert;Jack;12;1 82 03 42 753 205 62
5283;Marc;Valls;4;1 61 02 01 703 792 09
5284;Albert;Hammon;83;1 57 05 35 589 496 55
5285;François;Ruffin;93;1 57 04 08 798 092 58
5286;Nathan;Macron;41;1 32 08 67 862 831 88
5287;Margaux;Ruffin;52;1 08 04 11 292 723 15
5288;Roger;Ben;12;1 16 04 17 192 176 03
5289;Nathan;Jack;44;1 85 02 72 818 606 63
5290;Roger;Lepetit;98;1 04 05 40 069 693 94
5291;Marc;Dugommier;83;1 68 05 64 005 533 62
5292;Nathan;Ruffin;53;1 34 09 58 523 733 41
5293;Mathilde;Ben;51;1 78 10 63 726 635 61
5294;Mathilde;Ben;96;1 11 04 81 094 545 69
5295;Benoit;Lepetit;48;1 31 10 24 960 960 12
5296;Albert;Ben;103;1 08 04 37 904 643 98
5297;Cyril;Wilson;76;1 64 02 30 612 823 74
5298;Mathilde;Lepetit;91;1 66 08 64 630 074 38
5299;Albert;Leforgeron;3;1 85 04 05 957 251 10
5300;François;Jack;117;1 02 01 36 523 487 56
5301;Jean;Hammon;101;1 55 08 68 467 428 53
5302;Nathan;Leforgeron;100;1 55 04 28 672 307 71
5303;Margaux;Wilson;14;1 46 11 27 894 829 11
5304;Mathilde;Ben;109;1 27 07 12 537 559 43
5305;Benoit;Wilson;110;1 18 02 38 003 273 82
5306;Marie;Ben;82;1 32 05 66 710 056 12
5307;François;Lepetit;28;1 62 06 56 140 701 96
5308;Marc;Lepetit;22;1 87 05 04 538 953 50
5309;Marie;Valls;58;1 61 03 21 345 616 85
5310;Roger;Hammon;89;1 03 03 24 482 526 92
5311;François;Ruffin;111;1 73 06 35 874 483 19
5312;Marc;Hammon;25;1 15 07 86 557 304 64
5313;Margaux;Ben;104;1 68 02 36 906 661 51
5314;Cyril;Hammon;81;1 25 06 67 507 064 14
5315;Nathan;Jack;57;1 08 07 33 066 798 15
5316;Marc;Hammon;100;1 17 07 16 130 809 45
5317;Margaux;Wilson;21;1 46 07 09 411 358 01
5318;Benoit;Dugommier;46;1 67 04 92 250 535 65
5319;Marc;Wilson;94;1 08 08 32 618 765 35
5320;Marie;Hammon;114;1 08 04 03 794 483 52
5321;Cyril;Hammon;8;1 11 10 61 577 308 09
5322;Cyril;Macron;1;1 28 02 18 984 148 77
5323;Marc;Dugommier;21;1 08 08 65 801 574 87
5324;Cyril;Wilson;86;1 83 08 01 684 473 45
5325;Margaux;Dugommier;113;1 88 06 51 190 872 08
5326;Cyril;Ruffin;7;1 14 06 69 478 373 44
5327;François;Ben;54;1 48 01 66 233 678 39
5328;Albert;Wilson;100;1 12 06 46 954 572 48
5329;Cyril;Ben;6;1 51 06 58 159 398 01
5330;Roger;Valls;58;1 45 08 55 269 037 38
5331;François;Ruffin;20;1 32 09 30 271 480 12
5332;Mathilde;Macron;81;1 84 03 09 216 417 48
5333;François;Ben;2;1 85 10 13 849 372 25
5334;Nathan;Valls;23;1 83 11 31 261 681 59
5335;Marc;Jack;110;1 13 11 75 938 943 84
5336;Nathan;Valls;51;1 46 11 36 448 468 22
5337;Margaux;Ruffin;50;1 16 06 48 390 895 56
5338;Roger;Ben;20;1 62 09 14 434 153 14
5339;Albert;Lepetit;35;1 34 10 24 889 163 92
5340;Benoit;Hammon;37;1 64 02 10 563 759 63
5341;Cyril;Dugommier;35;1 65 10 77 514 548 73
5342;Albert;Hammon;88;1 11 07 47 584 338 54
5343;Marie;Ruffin;6;1 88 06 63 878 003 11
5344;Roger;Macron;25;1 83 04 23 990 470 84
5345;Marie;Dugommier;82;1 81 07 20 876 301 46
5346;Benoit;Jack;3;1 68 03 28 710 502 31
5347;Marc;Jack;23;1 53 08 72 015 890 26
5348;Margaux;Hammon;20;1 62 04 50 414 541 66
5349;Benoit;Hammon;31;1 51 01 45 761 103 44
5350;François;Ruffin;7;1 17 10 58 359 170 49
5351;Mathilde;Valls;101;1 62 07 94 667 910 36
5352;Jean;Hammon;65;1 74 05 28 982 284 44
5353;Cyril;Dugommier;47;1 04 04 30 793 862 03
5354;Roger;Ben;103;1 71 05 48 460 504 27
5355;Marc;Wilson;87;1 85 03 16 125 322 12
5356;Albert;Macron;25;1 08 11 90 605 110 07
5357;Margaux;Jack;52;1 05 09 70 223 187 43
5358;Roger;Leforgeron;81;1 84 07 53 977 429 31
5359;Albert;Ruffin;42;1 75 08 67 745 155 36
5360;Nathan;Leforgeron;71;1 07 06 15 169 006 33
5361;Cyril;Valls;93;1 83 09 06 865 574 92
5362;Albert;Macron;111;1 67 02 87 247 666 17
5363;Jean;Lepetit;50;1 04 05 48 252 608 89
5364;Mathilde;Lepetit;48;1 65 10 38 074 063 02
5365;Marie;Macron;33;1 13 01 20 199 729 35
5366;Marie;Hammon;105;1 14 08 56 509 196 48
5367;Marc;Wilson;41;1 38 11 90 021 726 49
5368;Benoit;Hammon;112;1 88 02 58 327 290 06
5369;Mathilde;Ruffin;93;1 63 06 71 222 727 67
5370;Margaux;Ben;61;1 86 04 70 407 275 17
5371;François;Ruffin;98;1 16 07 20 046 547 75
5372;Albert;Dugommier;25;1 51 06 32 662 242 14
5373;Cyril;Valls;94;1 11 09 88 636 867 89
5374;Margaux;Valls;93;1 76 07 76 930 824 10
5375;Albert;Hammon;42;1 06 02 15 984 328 81
5376;Roger;Valls;93;1 81 07 11 225 153 43
5377;Albert;Macron;17;1 84 03 36 457 524 44
5378;François;Dugommier;93;1 74 08 13 303 281 71
5379;François;Dugommier;89;1 37 07 27 994 431 62
5380;Mathilde;Macron;117;1 61 04 04 041 202 96
5381;François;Macron;17;1 72 01 15 656 918 61
5382;Marie;Lepetit;56;1 17 05 64 520 918 98
5383;Roger;Valls;101;1 86 08 34 924 352 18
5384;Marie;Leforgeron;30;1 76 02 85 622 577 49
5385;Marc;Jack;71;1 57 01 69 173 600 98
5386;Marc;Valls;115;1 45 08 45 648 600 61
5387;Jean;Jack;24;1 05 03 36 921 762 69
5388;Marc;Wilson;41;1 88 06 39 366 091 04
5389;Benoit;Macron;70;1 51 01 79 320 591 92
5390;Benoit;Leforgeron;71;1 46 03 10 516 596 98
5391;Marie;Valls;59;1 18 04 24 162 622 76
5392;Mathilde;Jack;32;1 31 02 22 846 923 83
5393;Nathan;Valls;89;1 12 02 68 127 299 89
5394;Albert;Valls;41;1 74 05 54 091 631 12
5395;Marie;Ruffin;85;1 43 11 25 750 401 12
5396;Jean;Wilson;116;1 62 01 38 995 133 04
5397;Marie;Hammon;34;1 64 11 32 184 686 97
5398;Jean;Lepetit;87;1 06 09 18 875 672 76
5399;Roger;Valls;61;1 15 11 62 673 652 17
5400;Roger;Dugommier;10;1 34 04 19 580 224 71
5401;Roger;Ruffin;37;1 55 11 28 952 171 48
5402;Cyril;Jack;96;1 74 07 28 689 822 19
5403;Mathilde;Valls;3;1 61 07 53 540 831 84
5404;Margaux;Jack;99;1 05 05 36 900 799 10
5405;Jean;Macron;47;1 74 10 61 602 494 38
5406;Margaux;Leforgeron;8;1 67 01 36 421 562 16
5407;Jean;Ben;115;1 08 08 10 902 687 35
5408;François;Leforgeron;56;1 26 01 66 819 995 09
5409;François;Valls;75;1 04 09 13 036 266 14
5410;Margaux;Lepetit;56;1 36 04 94 966 792 22
5411;Marc;Ruffin;103;1 62 07 57 983 798 37
5412;Albert;Dugommier;62;1 12 03 62 506 495 15
5413;Roger;Ben;43;1 12 05 46 689 462 04
5414;Marc;Dugommier;97;1 37 07 90 001 012 05
5415;Nathan;Ben;11;1 22 04 94 194 717 66
5416;François;Macron;66;1 32 02 08 565 703 12
5417;Albert;Lepetit;27;1 25 06 30 102 573 55
5418;François;Leforgeron;91;1 57 05 87 833 438 58
5419;Nathan;Valls;23;1 73 08 29 725 573 50
5420;Marie;Ben;40;1 18 02 36 512 055 08
5421;Albert;Ruffin;3;1 15 07 54 596 291 52
5422;Albert;Jack;71;1 72 05 42 775 087 21
5423;Mathilde;Macron;114;1 85 03 06 827 131 50
5424;François;Hammon;18;1 62 03 85 160 723 33
5425;Benoit;Valls;17;1 62 09 28 604 983 38
5426;Marie;Macron;11;1 37 03 58 152 791 86
5427;Cyril;Ruffin;118;1 27 04 46 263 185 46
5428;Nathan;Hammon;21;1 01 04 27 636 646 95
5429;Benoit;Hammon;81;1 86 01 27 432 411 26
5430;Cyril;Hammon;91;1 41 02 48 670 622 07
5431;Marc;Jack;20;1 71 02 48 557 117 77
5432;Jean;Jack;96;1 07 09 55 161 861 13
5433;Benoit;Leforgeron;42;1 67 07 03 662 345 39
5434;Jean;Hammon;75;1 43 01 25 257 988 48
5435;Jean;Hammon;116;1 35 01 65 382 279 93
5436;Marie;Hammon;95;1 02 06 67 538 655 86
5437;François;Dugommier;107;1 18 09 83 588 868 28
5438;Marie;Ruffin;70;1 52 05 29 440 364 11
5439;Mathilde;Ben;107;1 58 11 69 450 067 57
5440;Jean;Ben;94;1 07 06 33 694 656 87
5441;Benoit;Valls;72;1 06 07 47 393 420 02
5442;Benoit;Valls;102;1 43 06 32 019 571 66
5443;Mathilde;Wilson;97;1 47 03 75 445 675 20
5444;Nathan;Leforgeron;13;1 36 07 74 848 566 76
5445;Nathan;Macron;81;1 81 10 43 403 669 80
5446;Benoit;Hammon;7;1 61 03 44 069 513 63
5447;Benoit;Jack;115;1 42 09 27 872 246 20
5448;Albert;Macron;105;1 63 03 15 995 240 44
5449;Benoit;Ben;76;1 43 04 32 470 521 49
5450;François;Valls;104;1 52 09 72 578 281 76
5451;Albert;Valls;43;1 72 04 18 641 627 80
5452;Albert;Ben;97;1 54 11 48 152 757 96
5453;Cyril;Ben;73;1 41 10 13 842 426 46
5454;Benoit;Hammon;14;1 33 07 13 780 832 52
5455;Albert;Ruffin;7;1 48 03 32 602 908 13
5456;Marc;Jack;116;1 05 06 04 478 749 86
5457;Mathilde;Wilson;9;1 64 09 48 821 813 39
5458;Marie;Wilson;41;1 88 10 32 904 930 72
5459;Mathilde;Ruffin;104;1 21 06 12 625 789 89
5460;Mathilde;Jack;67;1 48 09 07 051 755 37
5461;Cyril;Jack;89;1 77 04 83 521 427 12
5462;Albert;Leforgeron;62;1 86 11 03 811 630 95
5463;Benoit;Valls;43;1 61 10 91 427 894 96
5464;Margaux;Macron;40;1 74 04 49 020 792 55
5465;Benoit;Ben;21;1 18 04 44 645 379 75
5466;Albert;Ruffin;49;1 38 09 49 294 100 04
5467;Cyril;Macron;114;1 15 07 88 974 844 72
5468;Roger;Jack;11;1 38 01 77 234 836 70
5469;Marc;Wilson;104;1 74 05 71 915 171 74
5470;François;Hammon;33;1 67 01 28 959 486 48
5471;Marie;Dugommier;104;1 53 01 26 493 764 66
5472;Nathan;Valls;10;1 78 08 59 180 799 48
5473;Albert;Lepetit;89;1 25 02 93 583 047 27
5474;Cyril;Hammon;51;1 65 04 29 613 705 53
5475;Marie;Hammon;36;1 27 01 02 181 665 82
5476;Cyril;Valls;87;1 84 05 90 874 661 60
5477;Roger;Ben;100;1 03 10 83 897 902 93
